,City,Country,Date,Latitude,Longitude,Cloudiness (%),Wind Speed (mph),Max Temp (F),Humidity (%)
299,jhargram,IN,2022-04-24 12:14:21,22.45,86.9833,14,3.41,101.82200000000005,20
300,cabo san lucas,MX,2022-04-24 12:14:22,22.8909,-109.9124,0,4.75,71.88800000000005,75
301,oruro,BO,2022-04-24 12:14:23,-17.9833,-67.15,1,1.99,46.38200000000002,44
302,sao filipe,CV,2022-04-24 12:14:25,14.8961,-24.4956,0,3.12,73.92200000000004,75
303,cabinda,AO,2022-04-24 12:14:26,-5.55,12.2,100,1.35,77.45,90
304,puerto cortes,,,,,,,,
305,kiunga,PG,2022-04-24 12:14:28,-6.1219,141.2906,70,0.4,90.10399999999996,60
306,la libertad,EC,2022-04-24 12:14:30,-2.2333,-80.9,53,3.39,72.89600000000004,85
307,north platte,US,2022-04-24 12:14:31,41.1239,-100.7654,0,11.83,43.39399999999997,69
308,kahului,US,2022-04-24 12:14:32,20.8947,-156.47,40,10.29,79.08800000000005,76
309,ankang,CN,2022-04-24 12:14:34,32.68,109.0172,100,0.89,65.46199999999996,93
310,seoul,KR,2022-04-24 12:08:43,37.5683,126.9778,83,2.93,76.65800000000002,50
311,bellefontaine,US,2022-04-24 12:14:13,40.3612,-83.7597,0,3.6,69.16999999999996,60
312,dunedin,NZ,2022-04-24 12:10:01,-45.8742,170.5036,98,4.47,55.07599999999999,58
313,chapada dos guimaraes,BR,2022-04-24 12:14:38,-15.4606,-55.7497,59,2.3,67.92799999999997,84
314,clarence town,AU,2022-04-24 12:14:40,-32.5833,151.7833,9,3.86,72.08599999999997,51
315,neryungri,RU,2022-04-24 12:14:41,56.6709,124.6491,73,2.97,29.461999999999954,69
316,saint anthony,US,2022-04-24 12:14:42,45.0205,-93.218,0,6.69,59.935999999999964,83
317,kingisepp,RU,2022-04-24 12:14:44,59.3733,28.6134,79,4.57,37.61600000000001,84
318,kaitangata,NZ,2022-04-24 12:14:45,-46.2817,169.8464,91,5.82,51.25999999999998,76
319,taburi,,,,,,,,
320,aitape,PG,2022-04-24 12:14:48,-3.1374,142.3475,70,3.29,85.44200000000001,70
321,ho,,,,,,,,
322,faanui,PF,2022-04-24 12:14:50,-16.4833,-151.75,87,2.59,79.68200000000002,75
323,taoudenni,ML,2022-04-24 12:14:51,22.6783,-3.9836,7,3.98,73.52599999999998,19
324,tombouctou,ML,2022-04-24 12:14:53,20,-3,32,4.49,72.62599999999999,13
325,miyazu,JP,2022-04-24 12:14:54,35.5333,135.1833,100,4.14,69.76400000000004,63
326,solana beach,US,2022-04-24 12:14:55,32.9912,-117.2711,0,4.12,65.13800000000005,73
327,merauke,ID,2022-04-24 12:14:57,-8.4667,140.3333,67,3.16,85.13599999999997,69
328,tupiza,BO,2022-04-24 12:14:58,-21.45,-65.7167,31,2.7,52.37599999999999,13
329,newport,GB,2022-04-24 12:14:52,51.5877,-2.9984,100,2.68,50.03599999999997,80
330,batouri,CM,2022-04-24 12:15:00,4.4333,14.3667,95,0.97,67.74800000000002,98
331,makokou,GA,2022-04-24 12:15:02,0.5738,12.8642,100,0.47,69.89000000000001,99
332,mitu,CO,2022-04-24 12:15:03,1.1983,-70.1733,100,0.8,77.25199999999998,83
333,issoudun,FR,2022-04-24 12:15:05,47,1.8333,100,0,50.917999999999985,100
334,khandyga,RU,2022-04-24 12:15:06,62.6667,135.6,74,1.04,33.92599999999999,66
335,kununurra,AU,2022-04-24 12:13:46,-15.7667,128.7333,19,4.63,93.45199999999997,33
336,lisakovsk,KZ,2022-04-24 12:15:09,52.5369,62.4936,98,4.94,44.24000000000002,39
337,gela,IT,2022-04-24 12:15:10,37.0803,14.2307,84,1.49,58.85600000000003,63
338,adrar,MR,2022-04-24 12:15:11,20.5022,-10.0711,0,4.47,68.30600000000004,33
339,talavera,PH,2022-04-24 12:15:13,15.6167,120.9333,4,4.35,100.11199999999995,29
340,henties bay,NA,2022-04-24 12:15:14,-22.116,14.2845,78,3.22,59.377999999999965,87
341,moindou,NC,2022-04-24 12:15:15,-21.6924,165.677,71,8.19,76.60399999999996,77
342,emerald,AU,2022-04-24 12:15:17,-23.5333,148.1667,91,9.11,79.06999999999996,49
343,pisco,PE,2022-04-24 12:14:45,-13.7,-76.2167,75,2.06,64.72400000000002,94
344,lakes entrance,AU,2022-04-24 12:15:19,-37.8811,147.981,0,2.57,65.42599999999999,69
345,villa maria,AR,2022-04-24 12:10:20,-32.4075,-63.2402,7,6.65,60.09800000000003,77
346,christchurch,NZ,2022-04-24 12:15:00,-43.5333,172.6333,75,6.17,59.18000000000004,66
347,ipixuna,BR,2022-04-24 12:15:23,-1.7625,-48.8043,100,1.74,71.85199999999998,98
348,singleton,AU,2022-04-24 12:15:24,-32.5667,151.1833,42,3.58,70.25,73
349,la ronge,CA,2022-04-24 12:15:24,55.1001,-105.2842,20,1.03,36.122000000000035,55
350,sur,OM,2022-04-24 12:15:27,22.5667,59.5289,28,3.34,88.91600000000001,41
351,lamu,KE,2022-04-24 12:15:28,-2.2717,40.902,96,4.54,81.08599999999997,75
352,preobrazheniye,RU,2022-04-24 12:15:30,42.9019,133.9064,68,5.65,58.00999999999998,55
353,bac lieu,VN,2022-04-24 12:15:31,9.285,105.7244,91,4.91,89.834,58
354,kodiak,US,2022-04-24 12:15:32,57.79,-152.4072,100,8.23,42.58399999999999,87
355,lingao,CN,2022-04-24 12:15:34,19.9103,109.6859,5,0.88,88.88000000000005,57
356,nampula,MZ,2022-04-24 12:15:35,-15.1165,39.2666,75,2.57,71.816,94
357,aykhal,RU,2022-04-24 12:15:37,66,111.5,100,1.61,16.033999999999992,63
358,saint-francois,FR,2022-04-24 12:15:38,46.4154,3.9054,100,1.03,46.11199999999995,87
359,ilinskiy,RU,2022-04-24 12:15:40,55.619,38.1182,0,2,50.648000000000025,90
360,havoysund,NO,2022-04-24 12:15:41,70.9963,24.6622,100,10.34,39.70399999999995,94
361,doha,QA,2022-04-24 12:15:43,25.2867,51.5333,0,3.09,84.45199999999997,44
362,sinnamary,GF,2022-04-24 12:15:44,5.3833,-52.95,100,2.62,76.80199999999998,90
363,port-gentil,GA,2022-04-24 12:15:45,-0.7193,8.7815,100,3.66,80.25800000000001,84
364,stornoway,GB,2022-04-24 12:15:47,58.2093,-6.3865,20,2.57,44.83399999999999,92
365,colomi,BO,2022-04-24 12:15:48,-17.35,-65.8667,57,2.51,50.73800000000004,87
366,tromso,NO,2022-04-24 12:15:49,69.6496,18.957,100,4.12,39.65,81
367,rocha,UY,2022-04-24 12:15:51,-34.4833,-54.3333,0,2.55,52.88000000000004,71
368,san francisco,US,2022-04-24 12:06:09,37.7749,-122.4194,0,9.77,62.74399999999997,73
369,palmas,BR,2022-04-24 12:14:48,-10.2128,-48.3603,20,2.06,75.34399999999997,94
370,denpasar,ID,2022-04-24 12:11:32,-8.65,115.2167,20,4.63,87.72799999999997,74
371,katsuura,JP,2022-04-24 12:15:56,35.1333,140.3,100,1.72,62.29399999999997,93
372,ostrovnoy,RU,2022-04-24 12:15:58,68.0531,39.5131,93,7.44,32.48599999999997,93
373,klaksvik,FO,2022-04-24 12:15:59,62.2266,-6.589,84,8.76,43.98800000000004,82
374,lasa,IT,2022-04-24 12:16:00,46.6166,10.7002,98,2.3,43.95199999999998,98
375,katsiveli,,,,,,,,
376,shieli,KZ,2022-04-24 12:16:03,44.1667,66.75,18,5.42,67.56799999999998,57
377,kismayo,SO,2022-04-24 12:16:04,-0.3582,42.5454,77,5.36,83.69600000000005,74
378,sao joao da barra,BR,2022-04-24 12:16:05,-21.6403,-41.0511,5,2.53,76.26199999999996,73
379,chernyakhiv,UA,2022-04-24 12:16:07,50.4565,28.6702,5,2.9,39.84800000000003,91
380,barawe,,,,,,,,
381,alice springs,AU,2022-04-24 12:16:09,-23.7,133.8833,78,5.14,76.81999999999996,32
382,maloshuyka,,,,,,,,
383,inuvik,CA,2022-04-24 12:16:12,68.3499,-133.7218,0,1.03,40.33399999999999,41
384,rubbestadneset,NO,2022-04-24 12:16:13,59.8147,5.2681,1,1.45,45.751999999999974,73
385,esparta,HN,2022-04-24 12:16:14,15.7437,-87.1766,1,1.82,74.53399999999999,86
386,aginskoye,RU,2022-04-24 12:16:16,51.1,114.53,53,9.36,42.16999999999996,29
387,bundaberg,AU,2022-04-24 12:12:34,-24.85,152.35,75,9.77,79.484,59
388,tuatapere,NZ,2022-04-24 12:16:18,-46.1333,167.6833,100,6.06,51.27799999999996,75
389,srednekolymsk,RU,2022-04-24 12:12:21,67.45,153.6833,100,1.74,23.341999999999995,78
390,juifang,,,,,,,,
391,conceicao da barra,BR,2022-04-24 12:16:22,-18.5933,-39.7322,8,3.9,77.54000000000002,92
392,san cristobal,VE,2022-04-24 12:16:23,7.7669,-72.225,100,1.07,70.25,97
393,khasan,RU,2022-04-24 12:16:24,42.4308,130.6434,48,3.31,63.319999999999965,41
394,moerai,PF,2022-04-24 12:16:26,-22.4333,-151.3333,77,9.67,77.684,72
395,te anau,NZ,2022-04-24 12:16:27,-45.4167,167.7167,100,1.99,53.95999999999998,65
396,tabialan,,,,,,,,
397,alenquer,BR,2022-04-24 12:16:30,-1.9417,-54.7383,100,1.5,73.36400000000003,98
398,sikonge,TZ,2022-04-24 12:16:31,-5.6333,32.7667,100,1.34,63.788000000000046,96
399,batagay-alyta,RU,2022-04-24 12:16:32,67.8006,130.4114,99,1.75,18.158,78
400,acarau,BR,2022-04-24 12:16:34,-2.8856,-40.12,100,3.65,74.35399999999996,93
401,kuching,MY,2022-04-24 12:16:35,1.55,110.3333,40,1.54,84.68599999999998,84
402,lodwar,KE,2022-04-24 12:16:36,3.1191,35.5973,99,3.19,83.53399999999999,54
403,kaka,TM,2022-04-24 12:16:38,37.3482,59.6143,1,0.98,70.98800000000006,49
404,palimbang,PH,2022-04-24 12:16:39,6.2106,124.1894,81,2.13,84.46999999999997,78
405,alofi,NU,2022-04-24 12:16:40,-19.0595,-169.9187,45,1.54,80.76199999999996,78
406,ingham,US,2022-04-24 12:16:42,42.6,-84.3833,0,3.6,72.89600000000004,59
407,schwedt,DE,2022-04-24 12:16:43,53.0596,14.2815,83,3.98,44.851999999999975,72
408,forio,IT,2022-04-24 12:16:44,40.7342,13.8646,38,1.34,60.8,88
409,moyale,KE,2022-04-24 12:16:46,3.5167,39.0584,65,1.48,67.74800000000002,87
410,pringsewu,ID,2022-04-24 12:16:47,-5.3582,104.9744,100,1.76,77.9,91
411,aksu,CN,2022-04-24 12:16:48,41.1231,80.2644,43,0.75,74.066,25
412,pedernales,DO,2022-04-24 12:16:50,18.0384,-71.744,100,2.28,78.02599999999998,73
413,praia da vitoria,PT,2022-04-24 12:16:51,38.7333,-27.0667,40,6.37,56.030000000000044,87
414,buala,SB,2022-04-24 12:16:52,-8.145,159.5921,31,1.84,84.88399999999999,71
415,bucksport,US,2022-04-24 12:16:54,44.5737,-68.7956,83,2.29,42.36799999999998,33
416,le port,RE,2022-04-24 12:16:55,-20.9373,55.2919,88,3.38,77.26999999999995,67
417,salinas,US,2022-04-24 12:06:41,36.6777,-121.6555,0,3.09,60.116000000000014,67
418,balimo,,,,,,,,
419,smithers,CA,2022-04-24 12:16:59,54.7804,-127.1743,100,1.03,45.193999999999974,81
420,mogadishu,SO,2022-04-24 12:17:00,2.0371,45.3438,38,5.59,83.984,71
421,mutsamudu,,,,,,,,
422,lima,PE,2022-04-24 12:12:37,-12.0432,-77.0282,75,4.63,67.17200000000004,79
423,haines junction,CA,2022-04-24 12:17:04,60.7522,-137.5108,100,1.54,43.016000000000005,52
424,egvekinot,RU,2022-04-24 12:17:05,66.3167,-179.1667,100,1.08,23.9,86
425,semey,KZ,2022-04-24 12:17:06,50.4111,80.2275,75,4,32.48599999999997,43
426,north ogden,US,2022-04-24 12:17:08,41.3072,-111.9602,100,5.14,46.346000000000046,59
427,darhan,MN,2022-04-24 12:17:09,49.4867,105.9228,53,2.28,44.00600000000003,27
428,yubari,JP,2022-04-24 12:17:11,43.0378,141.9578,92,8.25,57.811999999999955,39
429,harper,LR,2022-04-24 12:17:12,4.375,-7.7169,100,1.97,80.34800000000003,83
430,altay,CN,2022-04-24 12:17:13,47.8667,88.1167,100,4.26,41.719999999999956,79
431,presque isle,US,2022-04-24 12:15:51,46.6811,-68.0159,0,2.06,30.325999999999986,57
432,nizhneshilovka,,,,,,,,
433,luderitz,NA,2022-04-24 12:17:17,-26.6481,15.1594,5,10.63,53.63599999999997,75
434,noumea,NC,2022-04-24 12:13:30,-22.2763,166.4572,99,7.5,77.26999999999995,99
435,teya,RU,2022-04-24 12:17:20,60.3778,92.6267,100,2.02,29.948000000000025,90
436,bow island,CA,2022-04-24 12:17:21,49.8668,-111.3684,100,0.51,40.477999999999966,60
437,chapais,CA,2022-04-24 12:17:23,49.7834,-74.8492,100,1.93,23.053999999999952,92
438,mgandu,TZ,2022-04-24 12:17:24,-5.95,34.1333,96,2.05,59.935999999999964,98
439,port-cartier,CA,2022-04-24 12:17:27,50.0334,-66.8654,6,5.24,34.285999999999966,74
440,fort myers beach,US,2022-04-24 12:14:36,26.452,-81.9481,0,5.14,73.68800000000005,73
441,ostersund,SE,2022-04-24 12:17:29,63.1792,14.6357,86,2.68,32.88200000000002,93
442,wamba,NG,2022-04-24 12:17:31,8.9333,8.6,100,1.11,77.07200000000003,78
443,ouahigouya,BF,2022-04-24 12:17:32,13.5828,-2.4216,24,4.54,81.89600000000004,12
444,new ulm,US,2022-04-24 12:17:33,44.3125,-94.4605,0,9.77,56.04800000000003,50
445,jinchengjiang,,,,,,,,
446,galesong,ID,2022-04-24 12:17:36,-5.3166,119.3661,99,0.57,89.88800000000005,68
447,guaymas,MX,2022-04-24 12:16:17,27.9333,-110.9,0,3.56,70.15999999999998,40
448,halalo,,,,,,,,
449,conde,BR,2022-04-24 12:17:39,-7.2597,-34.9075,40,2.06,74.93000000000004,100
450,shiyan,CN,2022-04-24 12:17:41,32.6475,110.7781,100,2.41,73.72400000000002,71
451,callaway,US,2022-04-24 12:17:42,30.153,-85.5699,0,0.45,69.27799999999996,81
452,ambon,ID,2022-04-24 12:17:43,-3.6954,128.1814,40,3.09,93.61400000000003,59
453,poum,NC,2022-04-24 12:17:45,-20.2333,164.0167,62,3.97,78.24199999999999,72
454,berlevag,NO,2022-04-24 12:17:46,70.8578,29.0864,100,7.81,39.272000000000034,95
455,deputatskiy,RU,2022-04-24 12:17:47,69.3,139.9,100,1.69,13.946000000000048,84
456,beyneu,KZ,2022-04-24 12:17:49,45.3167,55.2,7,4.07,55.58000000000004,64
457,santa cruz,BO,2022-04-24 12:17:50,-17.8,-63.1667,40,2.06,74.93000000000004,94
458,fort nelson,CA,2022-04-24 12:17:51,58.8053,-122.7002,75,6.69,48.056000000000026,40
459,hun,LY,2022-04-24 12:17:52,29.1268,15.9477,0,0.8,58.71199999999996,46
460,mitsamiouli,KM,2022-04-24 12:17:54,-11.3847,43.2844,100,5.19,81.62599999999999,82
461,mahanoro,MG,2022-04-24 12:17:55,-19.9,48.8,100,3.94,75.29000000000002,89
462,aksarka,RU,2022-04-24 12:17:57,66.5606,67.7975,100,1.81,8.50999999999998,89
463,malakal,SS,2022-04-24 12:17:58,9.5334,31.6605,22,1.39,82.11199999999997,55
464,karamay,,,,,,,,
465,otavi,NA,2022-04-24 12:18:00,-19.65,17.3333,4,0.91,57.866000000000014,56
466,saint-augustin,CA,2022-04-24 12:18:02,51.226,-58.6502,100,7.05,32.342,97
467,beihai,CN,2022-04-24 12:18:05,21.4833,109.1,3,3.15,80.6,78
468,necochea,AR,2022-04-24 12:18:06,-38.5473,-58.7368,57,7.03,63.57200000000004,59
469,grenada,ES,2022-04-24 12:18:07,37.1882,-3.6067,75,0,47.174000000000014,96
470,aberystwyth,GB,2022-04-24 12:15:34,52.4155,-4.0829,13,7.63,46.975999999999985,82
471,san jeronimo,PE,2022-04-24 12:18:10,-11.9472,-75.2829,77,0.64,47.39000000000002,85
472,yeppoon,AU,2022-04-24 12:18:11,-23.1333,150.7333,66,11.25,78.85399999999996,75
473,sibenik,HR,2022-04-24 12:18:13,43.7272,15.9058,50,2.24,61.64600000000005,64
474,providencia,MX,2022-04-24 12:18:14,28.7167,-111.5833,0,4.34,68.46799999999999,50
475,aransas pass,US,2022-04-24 12:18:15,27.9095,-97.15,40,7.72,76.24399999999997,91
476,coos bay,US,2022-04-24 12:17:51,43.3665,-124.2179,0,2.57,50.25199999999998,94
477,jumla,NP,2022-04-24 12:15:07,29.2747,82.1838,0,2.14,66.81199999999995,16
478,vestmannaeyjar,IS,2022-04-24 12:18:19,63.4427,-20.2734,98,2.71,45.91400000000003,88
479,kadykchan,,,,,,,,
480,tautira,PF,2022-04-24 12:18:21,-17.7333,-149.15,98,3.4,77.86400000000003,81
481,hobyo,SO,2022-04-24 12:18:23,5.3505,48.5268,73,4.96,84.74000000000002,68
482,vardo,NO,2022-04-24 12:18:24,70.3705,31.1107,100,5.63,38.11999999999996,96
483,puerto carreno,CO,2022-04-24 12:18:25,6.189,-67.4859,100,1.73,81.44600000000005,71
484,bafoulabe,ML,2022-04-24 12:18:28,13.8065,-10.8321,4,2.46,88.142,13
485,felidhoo,,,,,,,,
486,atlantic city,US,2022-04-24 12:16:27,39.3643,-74.4229,0,2.06,53.29399999999997,83
487,burica,,,,,,,,
488,kautokeino,NO,2022-04-24 12:18:33,69.0125,23.0412,33,0.95,22.819999999999958,96
489,aleksandrovsk-sakhalinskiy,RU,2022-04-24 12:18:34,50.8975,142.1561,100,3.92,34.411999999999956,98
490,saint-denis,FR,2022-04-24 12:18:36,48.9167,2.3333,0,3.09,51.85399999999996,83
491,khor,RU,2022-04-24 12:18:37,47.8861,134.9464,96,11.28,51.74600000000005,51
492,manzhouli,CN,2022-04-24 12:18:38,49.6,117.4333,73,7.8,45.89600000000005,36
493,namatanai,PG,2022-04-24 12:18:40,-3.6667,152.4333,68,3.8,85.29800000000003,61
494,vao,NC,2022-04-24 12:18:41,-22.6667,167.4833,92,10.05,75.12799999999996,70
495,khovu-aksy,RU,2022-04-24 12:18:42,51.1333,93.6,100,5.67,29.533999999999992,75
496,pasighat,IN,2022-04-24 12:18:44,28.0667,95.3333,100,1.55,71.05999999999997,89
497,erenhot,CN,2022-04-24 12:18:45,43.6475,111.9767,34,3.79,64.4,18
498,carutapera,BR,2022-04-24 12:18:46,-1.195,-46.02,98,1.73,73.56199999999995,96
499,tateyama,JP,2022-04-24 12:18:48,34.9833,139.8667,100,4.22,60.85399999999996,90
500,chernolesskoye,RU,2022-04-24 12:18:49,44.7156,43.7133,6,4.22,53.150000000000006,65
501,bintulu,MY,2022-04-24 12:18:50,3.1667,113.0333,40,2.57,90.28399999999999,74
502,saint-germain-de-grantham,CA,2022-04-24 12:18:52,45.8334,-72.5658,70,3.13,40.280000000000044,73
503,iralaya,HN,2022-04-24 12:18:53,15,-83.2333,13,4.46,77.77400000000002,85
504,staryy nadym,RU,2022-04-24 12:18:54,65.6118,72.6842,85,1.9,11.498000000000022,87
505,ust-maya,RU,2022-04-24 12:18:56,60.4167,134.5333,91,2.22,37.20199999999998,49
506,ponta delgada,PT,2022-04-24 12:18:57,37.7333,-25.6667,20,7.72,58.190000000000026,72
507,marcona,,,,,,,,
508,gurskoye,,,,,,,,
509,kathu,TH,2022-04-24 12:19:01,7.9178,98.3332,81,2.68,89.69000000000003,74
510,laguna,US,2022-04-24 12:19:02,38.421,-121.4238,0,2.57,65.03000000000004,51
511,gazojak,TM,2022-04-24 12:19:03,41.1875,61.4036,0,1.78,70.46600000000001,43
512,imbituba,BR,2022-04-24 12:19:05,-28.24,-48.6703,0,1.32,63.23000000000005,76
513,haimen,CN,2022-04-24 12:19:06,23.1935,116.6142,6,4.62,87.96199999999996,66
514,okahandja,NA,2022-04-24 12:19:07,-21.9833,16.9167,0,1.16,55.99399999999997,54
515,kawalu,ID,2022-04-24 12:19:09,-7.3817,108.2082,80,1.56,87.78200000000001,61
516,bima,ID,2022-04-24 12:19:10,-8.4667,118.7167,40,0.98,89.43800000000005,64
517,hovd,MN,2022-04-24 12:19:12,48.0056,91.6419,59,7.38,56.55199999999998,26
518,coihaique,CL,2022-04-24 12:19:13,-45.5752,-72.0662,100,2.06,41.21600000000001,93
519,korla,CN,2022-04-24 12:19:14,41.7597,86.1469,0,1.93,76.02799999999996,17
520,mayo,US,2022-04-24 12:19:16,38.8876,-76.5119,0,1.54,61.44800000000002,75
521,tiznit,MA,2022-04-24 12:19:17,29.5833,-9.5,86,4.35,52.592,82
522,tungkang,,,,,,,,
523,luau,AO,2022-04-24 12:19:19,-10.7073,22.2247,100,1.37,63.464000000000034,96
524,isangel,VU,2022-04-24 12:19:21,-19.55,169.2667,26,5.95,81.40999999999998,68
525,roald,NO,2022-04-24 12:19:22,62.5833,6.1333,34,1.03,43.016000000000005,100
526,kuytun,RU,2022-04-24 12:19:23,54.3419,101.5036,100,2.82,31.874000000000013,53
527,keetmanshoop,NA,2022-04-24 12:19:25,-26.5833,18.1333,0,4.9,51.36799999999998,70
528,seminole,US,2022-04-24 12:19:26,28.7086,-81.2081,20,2.06,73.32799999999997,86
529,nazas,MX,2022-04-24 12:19:27,25.2333,-104.1333,29,1.91,80.13200000000002,14
530,antofagasta,CL,2022-04-24 12:19:29,-23.65,-70.4,17,0.89,58.55,81
531,arrifes,PT,2022-04-24 12:17:23,37.7667,-25.7,20,7.72,55.92200000000004,72
532,lumeje,AO,2022-04-24 12:19:31,-11.55,20.7833,97,1.2,63.03200000000002,84
533,balkanabat,TM,2022-04-24 12:19:33,39.5108,54.3671,4,1.71,67.64000000000001,50
534,mundwa,IN,2022-04-24 12:19:34,27.0667,73.8167,100,2.57,93.25399999999996,11
535,trincomalee,LK,2022-04-24 12:19:35,8.5711,81.2335,81,1.58,82.27400000000002,76
536,toliary,,,,,,,,
537,uige,AO,2022-04-24 12:19:38,-7.6087,15.0613,93,0.25,65.56999999999996,99
538,minsk,BY,2022-04-24 12:19:39,53.9,27.5667,63,2.7,42.817999999999984,96
539,channel-port aux basques,CA,2022-04-24 12:19:40,47.5702,-59.1367,97,6.32,34.016000000000005,95
540,siderno,IT,2022-04-24 12:19:42,38.2779,16.302,82,1.58,62.6,56
541,riyadh,SA,2022-04-24 12:16:13,24.6877,46.7219,73,2.75,81.01400000000004,22
542,campina verde,BR,2022-04-24 12:19:44,-19.5356,-49.4864,93,1.83,73.65199999999999,54
543,evenskjaer,,,,,,,,
544,vung tau,VN,2022-04-24 12:19:47,10.346,107.0843,96,5.26,85.81999999999996,73
545,honiara,SB,2022-04-24 12:17:18,-9.4333,159.95,55,1.69,86.576,65
546,ginir,ET,2022-04-24 12:19:49,7.1333,40.7,79,1.36,61.538000000000046,79
547,nanga eboko,CM,2022-04-24 12:19:50,4.6833,12.3667,100,0.38,67.94600000000005,99
548,tazovskiy,RU,2022-04-24 12:19:52,67.4667,78.7,96,3.4,4.819999999999958,94
549,karcsa,HU,2022-04-24 12:19:53,48.3113,21.8054,89,1.92,43.25,91
550,ilhabela,BR,2022-04-24 12:19:54,-23.7781,-45.3581,35,0.18,73.68800000000005,81
551,hambantota,LK,2022-04-24 12:19:56,6.1241,81.1185,31,0.51,84.45199999999997,70
552,bereda,ES,2022-04-24 12:19:57,43.2686,-7.5406,99,2.09,46.688000000000045,97
553,turayf,SA,2022-04-24 12:19:58,31.6725,38.6637,17,4.12,59.522000000000034,88
554,kupang,ID,2022-04-24 12:20:00,-10.1667,123.5833,7,3.14,87.99800000000002,51
555,lososina,RU,2022-04-24 12:20:01,48.9975,140.3106,95,2.08,41.46799999999998,81
556,waipawa,NZ,2022-04-24 12:20:02,-41.4122,175.5153,56,3.35,59.774000000000015,61
557,mildura,AU,2022-04-24 12:20:04,-34.2,142.15,87,4.12,76.334,31
558,lang son,VN,2022-04-24 12:20:05,21.8333,106.7333,96,4.47,81.24800000000002,76
559,loandjili,CG,2022-04-24 12:20:07,-4.7561,11.8578,94,0.87,77.21600000000001,89
560,becov,CZ,2022-04-24 12:20:08,50.4497,13.7178,88,3.64,47.983999999999995,80
561,pativilca,PE,2022-04-24 12:20:09,-10.7,-77.7833,18,2.64,67.06400000000004,86
562,byron bay,AU,2022-04-24 12:10:07,-28.65,153.6167,23,6.64,72.21199999999996,71
563,lagoa,PT,2022-04-24 12:20:12,39.05,-27.9833,4,10.79,57.50600000000003,70
564,marsa matruh,EG,2022-04-24 12:20:13,31.3525,27.2453,0,1.97,63.21199999999996,59
565,raposa,BR,2022-04-24 12:20:14,-6.5167,-44.1833,100,1.2,69.27799999999996,99
566,lusaka,ZM,2022-04-24 12:20:16,-15.4067,28.2871,36,2.14,60.29600000000005,84
567,bonoua,CI,2022-04-24 12:20:17,5.2741,-3.595,99,1.58,80.49199999999999,93
568,aquiraz,BR,2022-04-24 12:20:19,-3.9014,-38.3911,100,1.93,75.55999999999997,92
569,oranjestad,AW,2022-04-24 12:20:20,12.524,-70.027,20,6.17,80.816,69
570,santa maria,BR,2022-04-24 12:20:22,-29.6842,-53.8069,0,1.83,52.411999999999956,81
571,nanakuli,US,2022-04-24 12:20:23,21.3906,-158.1547,100,1.54,77.25199999999998,73
572,sitka,US,2022-04-24 12:16:25,57.0531,-135.33,100,5.14,48.36199999999995,61
573,guerrero negro,MX,2022-04-24 12:20:25,27.9769,-114.0611,0,7.01,59.61199999999995,79
574,valparaiso,CL,2022-04-24 12:18:36,-33.0393,-71.6273,0,1.54,59.73800000000004,74
575,mumford,GH,2022-04-24 12:20:28,5.2618,-0.759,100,3.41,79.62799999999996,89
576,isla vista,US,2022-04-24 12:20:29,34.4133,-119.861,0,5.14,69.96199999999996,40
577,cayenne,GF,2022-04-24 12:20:30,4.9333,-52.3333,100,0.51,77.35999999999999,1
578,visby,SE,2022-04-24 12:20:32,57.6409,18.296,75,7.2,41.32400000000001,81
579,kushmurun,KZ,2022-04-24 12:20:33,52.4503,64.6311,99,5.7,42.998000000000026,35
580,desur,IN,2022-04-24 12:20:34,12.4333,79.4833,98,0.94,89.94200000000001,52
581,koutsouras,GR,2022-04-24 12:20:36,35.0339,25.9469,0,1.81,61.37599999999999,81
582,athabasca,CA,2022-04-24 12:20:37,54.7169,-113.2854,78,3.77,42.961999999999954,85
583,arlit,NE,2022-04-24 12:20:38,18.7369,7.3853,77,3.65,82.292,6
584,san miguel,SV,2022-04-24 12:20:40,13.4833,-88.1833,20,1.54,84.12799999999996,65
585,ixtapa,MX,2022-04-24 12:20:41,20.7,-105.2,20,1.54,72.89600000000004,83
586,oceanside,US,2022-04-24 12:20:42,33.1959,-117.3795,0,3.6,64.34600000000006,74
587,unye,,,,,,,,
588,marzuq,YE,2022-04-24 12:20:45,14.4,46.4667,42,1.93,73.52599999999998,39
589,anchorage,US,2022-04-24 12:16:50,61.2181,-149.9003,100,4.12,52.95199999999998,52
590,sorong,ID,2022-04-24 12:20:47,-0.8833,131.25,87,2.22,87.06199999999995,63
591,yumen,CN,2022-04-24 12:20:49,40.2833,97.2,67,2.11,71.52799999999996,12
592,kuito,AO,2022-04-24 12:20:50,-12.3833,16.9333,60,1.61,53.45600000000003,82
593,mount isa,AU,2022-04-24 12:20:51,-20.7333,139.5,75,4.63,82.43599999999998,54
594,gazanjyk,TM,2022-04-24 12:20:53,39.2446,55.5154,1,1.4,65.60600000000002,53
595,silver city,US,2022-04-24 12:20:54,32.7701,-108.2803,0,3.6,55.63399999999999,23
596,baruun-urt,MN,2022-04-24 12:20:55,46.6806,113.2792,43,5.89,56.53399999999999,18
597,mandalgovi,MN,2022-04-24 12:20:57,45.7625,106.2708,38,2.52,54.64399999999998,26
598,naftah,,,,,,,,
599,la rioja,ES,2022-04-24 12:20:59,42.25,-2.5,100,3.89,42.85399999999995,89
